,year,kind,rating,vote,runtime,first_country,num_language,first_genre,second_genre,first_actor,second_actor,first_director,first_composer,first_writer
6852,1996,1,7,407.0,91.0,30,1,4,0,1711,2963,3718,2652,5036
6853,2005,1,6,32011.0,97.0,23,1,5,8,435,2520,3389,2020,676
6854,1999,7,6,105.0,33.0,61,3,6,15,802,4447,888,2652,5036
6855,2003,2,6,567.0,85.0,37,1,2,1,1792,1627,4121,2652,4165
6856,1994,2,7,650.0,130.0,10,1,25,0,4167,985,4121,2652,2783
6857,1995,1,7,93473.0,104.0,62,2,1,8,2381,1824,1799,1828,2196
6858,1971,1,6,31.0,100.0,62,1,5,8,2427,4665,1397,2372,1659
6859,2000,1,5,183.0,110.0,10,1,7,20,3391,834,1528,628,1836
6860,1984,1,7,53691.0,98.0,61,4,3,8,4113,2029,3384,1764,579
6862,1987,1,6,1454.0,130.0,10,1,4,8,4243,4334,2929,1622,3578
6863,1994,0,6,7.0,50.0,67,0,1,19,1887,0,4121,2652,5036
6864,1996,1,7,5136.0,90.0,62,3,7,20,3441,5468,2141,1693,2740
6865,1947,1,6,10813.0,84.0,62,1,5,8,1733,332,139,788,4002
6866,1997,1,4,1462.0,84.0,62,3,4,20,1724,3230,2146,2598,2693
6867,2002,3,6,279.0,109.0,62,1,7,0,964,5226,2701,594,4923
6868,1987,1,6,146175.0,94.0,62,3,0,21,372,3552,2963,947,4436
6869,1999,1,7,84077.0,79.0,62,1,0,6,2128,5384,2505,164,1269
6870,1995,1,8,1145.0,84.0,61,2,6,4,2628,2390,1977,349,2402
6871,1946,1,6,5803.0,104.0,62,1,5,8,444,4149,3424,2652,1446
6872,1998,1,6,13882.0,94.0,62,1,4,8,1348,991,1969,2369,2388
6873,1996,1,5,282.0,100.0,62,1,4,0,2460,4295,119,462,153
6874,2000,7,6,12.0,100.0,62,1,6,5,2134,5664,3686,2652,2057
6875,2003,1,6,40544.0,95.0,62,1,4,20,3833,1688,3071,1593,1389
6876,2004,7,1,282.0,90.0,62,1,5,14,3852,3495,1862,1576,2269
6877,1991,3,7,111.0,105.0,61,1,3,0,2322,5641,154,2652,4357
6878,1974,2,8,453.0,151.0,61,1,7,20,4429,4416,4121,2652,4374
6879,2001,7,7,26.0,197.0,62,1,8,0,1394,2085,2352,1209,2260
6881,1988,1,6,358.0,98.0,27,2,0,0,1001,2149,272,1982,2716
6882,2000,7,8,114.0,135.0,62,1,6,15,4789,1444,1054,2652,5036
6883,1973,1,6,1304.0,44.0,62,1,0,5,694,1485,506,1175,391
6884,1954,1,6,3657.0,98.0,62,1,0,8,4751,5231,950,788,3739
6885,1997,7,1,4239.0,93.0,62,1,0,10,1042,50,236,184,1006
6886,1988,1,7,83763.0,169.0,62,1,2,2,2455,4254,989,1078,4502
6887,1977,1,7,191830.0,132.5,62,4,7,21,3856,1783,3701,1299,4496
6888,1994,1,7,22318.0,96.0,61,1,5,8,2832,575,1883,1345,4453
6889,1999,1,6,349.0,104.0,61,1,4,0,1360,4285,692,1916,414
6890,1989,1,1,13159.0,104.0,62,1,4,0,695,82,3936,2368,4787
6891,1977,1,5,317.0,131.0,41,1,7,20,3000,1900,2880,2168,3521
6893,1954,4,6,3137.0,143.0,62,1,1,8,2751,2752,4121,2652,1224
6894,2001,1,7,5775.0,61.0,53,3,7,20,832,856,1424,1065,2222
6895,2003,1,5,43969.0,101.0,62,3,0,6,2204,1131,199,2,15
6896,1999,1,6,3485.0,115.0,37,1,4,14,1743,1477,3798,919,4246
6897,2002,1,6,7324.0,116.0,62,2,4,8,220,3432,2928,968,2440
6898,1971,2,8,1675.0,117.0,61,1,3,8,1688,4782,4121,2652,2319
6899,1977,1,7,5203.0,111.0,62,1,4,6,2859,3989,1969,409,2388
6900,1949,1,7,1128.0,93.0,61,1,7,10,4729,2686,241,2585,891
6901,2003,7,6,5242.0,93.0,62,1,2,9,2612,3625,2907,2652,4160
6902,1974,1,7,2076.0,110.0,62,1,4,8,1217,2333,1864,478,4688
6903,1982,1,6,7565.0,104.0,62,1,5,14,3233,785,2270,2141,2775
6904,1950,1,7,15312.0,97.0,62,1,18,27,2377,36,1897,2541,2003
6905,1981,1,5,812.0,93.0,62,1,4,0,3951,470,1401,265,400
6906,1993,4,8,56687.0,128.0,62,2,0,2,410,4542,4121,2652,3929
6907,2001,7,4,341.0,105.0,61,2,7,14,495,384,192,144,246
6908,1959,4,9,75773.0,123.0,62,0,7,10,3993,4690,4121,2652,4066
6909,1997,1,6,56148.0,181.0,62,6,0,25,1637,4145,2751,944,2853
6910,2003,7,8,60.0,97.0,62,1,14,0,681,295,2060,2652,5036
6911,2002,3,6,98.0,90.0,62,1,2,0,1542,835,2017,2652,5036
6912,1995,1,7,33134.0,113.0,62,1,4,8,1795,5566,3857,1185,4699
6913,1997,1,6,1474.0,161.0,62,1,4,6,3486,1328,41,2434,58
6914,1996,0,7,1615.0,49.0,61,1,5,8,1148,2185,183,425,74
6915,2002,1,7,5457.0,103.0,23,2,7,20,4752,1451,3059,2182,3721
6916,1994,1,5,3828.0,120.0,62,1,7,17,3856,3327,463,2369,94
6917,2003,1,7,7551.0,113.0,61,1,1,8,465,2556,2945,2369,291
6918,2003,7,7,35.0,86.0,62,1,15,0,3624,0,3239,1943,5036
6919,1987,1,5,4326.0,95.0,10,1,4,6,4819,635,1526,2386,2809
6920,1963,1,5,3249.0,71.0,62,1,4,27,1540,1319,3276,1830,4601
6921,1995,1,5,2987.0,98.0,62,2,3,8,3441,2018,1642,2100,4163
6922,1955,1,6,2425.0,93.0,62,1,25,0,2679,1582,202,788,4012
6923,1998,7,5,2302.0,102.0,37,1,2,1,1333,3017,2245,1389,4172
6924,2000,4,7,858.0,89.0,37,1,0,3,1838,3938,4121,2652,4576
6925,1999,1,7,5508.0,114.0,62,1,6,4,1552,4680,1145,344,5036
6926,1998,1,6,25575.0,140.0,62,1,4,8,2668,5588,3997,712,4865
6927,1982,1,5,12934.0,60.0,62,1,13,0,3272,4722,161,2029,3946
6928,2004,7,4,3681.0,96.0,62,1,6,0,1226,5778,90,2652,1274
6929,1983,3,8,2851.0,90.0,62,1,6,15,1189,2966,3902,2652,5036
6930,2002,3,6,725.0,116.0,62,1,4,0,4615,0,3867,2652,1105
6931,1950,1,6,4622.0,55.0,62,1,3,5,494,2172,1315,2652,4359
6932,1988,1,7,207753.0,122.0,62,2,4,8,4616,1569,2994,1008,1518
6933,1996,1,6,1838.0,30.0,12,1,7,20,2805,1959,2097,1200,2541
6934,1984,1,8,382061.0,110.0,62,4,3,8,1477,5424,2748,2652,3719
6935,1994,1,5,8495.0,85.0,62,1,1,5,847,4638,47,2343,732
6936,1996,4,7,407.0,87.0,62,1,6,14,893,4747,4121,2652,4597
6937,1957,1,4,111.0,88.0,23,1,4,20,3707,105,3102,2652,2910
6938,1959,1,7,3770.0,31.0,61,1,4,0,1878,5322,1869,1403,112
6939,2004,1,4,1481.0,186.0,62,1,0,8,4345,1237,2193,1590,2685
6940,2003,1,4,63860.0,127.0,62,1,4,0,3809,4878,574,2159,208
6941,1982,1,6,3277.0,91.0,62,2,0,5,4646,3957,3811,828,702
6942,1945,1,7,4568.0,113.0,62,2,0,2,1452,2319,3158,788,3828
6943,2004,5,7,119.0,95.0,61,1,2,22,3389,1149,4121,2652,5036
6944,1987,1,7,879.0,103.0,62,1,6,22,4926,0,3019,2652,3686
6945,1986,7,8,15.0,107.0,62,0,6,15,814,5377,4121,2652,5036
6946,1999,1,7,19720.0,88.0,37,1,7,5,4473,5750,3756,1211,4575
6947,2000,4,7,23785.0,80.0,62,1,2,5,1098,1164,4121,2652,960
6948,2004,1,5,8731.0,111.0,62,1,0,6,2216,4559,3307,1619,872
6949,1982,1,4,477.0,112.0,62,1,19,25,2597,5242,3929,2141,4777
6950,1969,1,6,2033.0,89.0,62,1,0,8,693,1332,1899,705,4915
6951,1996,1,5,7361.0,90.5,61,1,1,5,4575,2200,3707,459,4596
6952,2000,1,6,2263.0,92.0,61,1,7,23,272,1729,2637,1621,4
6953,1988,1,6,432.0,99.0,27,1,4,20,833,4881,4099,595,3738
6954,1999,1,6,76.0,89.0,62,1,4,20,1219,2824,2457,1252,3031
6955,1995,1,6,143.0,119.0,10,2,6,22,3444,2823,303,1476,389
6956,1957,1,8,102025.0,108.0,56,2,7,20,4753,555,1551,730,1864
6957,2003,1,7,24665.0,92.0,55,1,7,20,4158,226,1563,98,1876
6958,2003,1,7,127218.0,93.0,62,1,4,6,3445,4892,3251,944,1337
6959,1973,1,4,805.0,100.0,35,1,13,0,3285,4635,3170,2162,3856
6960,2005,1,4,9486.0,102.0,62,2,7,20,538,3046,3703,2089,4501
6961,1988,1,6,15833.0,106.0,62,2,4,14,3445,3552,3281,459,2458
6962,2005,7,3,276.0,88.0,61,1,4,0,330,1759,3809,2652,265
6963,1977,1,5,972.0,96.0,62,1,0,6,553,3433,1602,2569,1812
6964,1975,1,7,2243.0,78.0,62,1,4,0,661,466,2696,2652,2152
6965,1986,1,5,13936.0,84.0,62,1,13,17,343,1390,242,367,677
6966,1997,1,7,3492.0,90.0,62,1,4,8,2071,5174,1841,948,4610
6967,1997,1,6,2259.0,95.0,62,1,7,15,2643,654,1406,1836,2241
6968,1993,1,7,15965.0,37.0,27,1,0,6,4032,1454,4056,808,4583
6969,1999,1,7,602.0,88.0,62,1,6,4,982,3803,1948,643,248
6970,1944,1,8,44752.0,119.0,62,1,7,11,1614,1159,2906,580,4793
6971,1999,1,6,37609.0,45.0,62,2,5,8,2335,94,3600,2413,4395
6972,1958,1,7,7275.0,108.0,62,1,7,20,1176,4636,949,580,4607
6973,2000,1,7,1682.0,91.0,62,1,7,0,3945,1453,770,809,905
6974,1982,1,5,3152.0,126.0,62,1,4,0,4193,3882,1246,1663,3238
6975,1943,1,8,68414.0,110.0,62,2,4,6,745,4450,1190,1671,2514
6976,2000,7,7,11.0,117.0,62,1,4,0,4748,0,398,2652,5036
6977,1964,1,6,8453.0,111.0,37,2,1,10,124,5748,1565,43,34
6978,1976,1,7,5681.0,60.0,23,1,4,8,3447,873,1209,2652,1462
6979,1999,1,5,33369.0,94.0,62,1,4,20,4133,509,462,1283,2997
6980,1962,4,8,4262.0,75.0,62,1,5,8,184,2139,4121,2652,1972
6981,2002,1,6,70088.0,110.0,62,1,7,25,457,4906,3373,533,668
6982,1998,1,7,177472.0,101.0,61,3,0,6,3938,2435,1899,695,1906
6983,2000,2,8,4772.0,95.0,62,1,5,8,4458,3099,4121,2652,1225
6984,1998,1,6,175245.0,87.0,62,1,0,2,2444,1406,2526,1078,2401
6985,2003,1,5,8432.0,96.0,62,1,4,20,3433,2775,3920,2083,3288
6986,1994,0,7,148.0,24.0,67,0,0,2,96,5130,2916,2152,1651
6987,2004,3,4,875.0,92.0,62,1,0,2,3134,299,3628,2098,3588
6988,1993,0,7,99.0,91.0,62,1,6,4,472,1308,2900,2652,3541
6989,1971,1,7,10425.0,116.0,35,4,4,8,1529,4167,3099,712,1602
6990,1996,1,7,5891.0,46.0,33,1,4,8,1897,5194,3917,2258,4936
6991,1993,1,6,6074.0,68.0,23,2,0,8,3019,5122,3542,963,4317
6992,2001,1,5,32418.0,202.0,62,1,1,5,1982,5249,381,1281,799
6993,1989,1,6,16487.0,102.0,52,3,4,0,3384,3273,1665,376,2023
6994,1996,1,6,1217.0,30.0,43,1,4,8,2990,2134,334,831,2794
6995,2001,1,4,683.0,98.0,62,1,0,25,3019,4004,1403,139,3831
6996,2004,1,7,88.0,118.0,62,1,6,20,1435,3619,2783,930,5036
6997,1997,1,5,3184.0,104.0,62,1,5,8,2955,3517,1815,1981,2209
6998,1981,1,6,1058.0,90.0,23,1,13,21,4710,3583,3983,244,4849
6999,2005,4,7,128.0,50.0,62,1,12,0,3367,2774,4121,2652,2854
7000,2001,1,5,2983.0,103.0,37,1,0,21,1819,5739,3553,1408,2613
7001,1978,1,7,35145.0,145.0,61,1,2,2,2328,4576,2532,163,3873
7002,1998,1,5,470.0,98.0,62,1,7,0,1536,1189,483,505,581
7003,2002,1,5,30850.0,92.0,62,1,7,20,2547,3727,1959,1930,4537
7004,2000,1,7,204643.0,99.0,62,1,3,8,1202,5663,388,2509,1645
7005,2001,1,5,100.0,153.0,27,2,7,0,4750,917,1152,1778,1388
7006,1961,1,8,7895.0,96.0,62,1,7,0,4279,1056,791,1489,2904
7007,2004,1,6,622.0,116.0,62,1,6,23,2660,5470,3587,720,3049
7008,1995,1,5,1056.0,79.0,62,1,4,20,4832,2697,2039,2020,3382
7009,1995,7,5,7603.0,90.0,62,1,4,10,4802,2675,459,612,3077
7010,2004,1,4,1584.0,99.0,62,1,4,14,2803,66,1233,549,1487
7011,2002,3,5,13759.0,125.0,62,1,4,8,1824,1017,2278,568,1494
7012,1972,4,6,2206.0,116.0,62,1,2,5,507,1893,4121,2652,453
7013,1966,1,7,33198.0,137.0,61,4,3,8,3619,5641,1221,858,3970
7014,1988,1,4,6301.0,86.0,62,1,4,20,1307,3368,498,333,4464
7015,2001,1,7,2546.0,45.0,30,1,5,8,4460,434,2405,2026,3366
7016,2000,1,6,1625.0,105.0,23,1,5,25,479,2455,337,1141,3748
7018,1996,1,6,1305.0,22.0,35,1,4,20,720,1054,530,1501,1430
7019,2003,7,4,4112.0,97.0,62,1,13,0,2155,2409,2932,1597,2259
7020,1937,1,7,18797.0,97.0,62,3,4,20,1907,832,2312,2652,4831
7021,1940,1,7,2322.0,103.5,62,1,15,0,1554,1549,2876,843,2835
7022,2005,3,6,10.0,110.0,62,1,6,0,2839,0,3447,2652,5036
7023,1947,1,7,3594.0,102.0,62,1,2,22,4788,1046,1428,846,2245
7024,2001,1,6,66691.0,72.0,62,1,0,17,4392,4327,1883,1597,826
7025,1996,1,6,14090.0,113.0,62,1,7,20,3969,3932,1976,2443,2226
7026,2002,7,4,193.0,122.0,62,1,0,10,810,5505,3316,983,3855
7027,1998,7,8,55.0,131.0,62,1,14,0,623,3627,1826,2652,5036
7028,2000,3,8,177.0,111.0,62,1,6,13,2821,260,1310,2331,4497
7029,1944,1,7,2135.0,116.0,62,1,7,9,1682,2788,4029,512,3044
7030,1969,1,5,613.0,98.0,62,1,4,0,2647,715,470,2372,52
7031,1988,1,6,14957.0,720.0,62,1,0,21,1996,3507,1365,477,32
7032,2002,7,5,2300.0,99.0,62,1,4,0,1275,831,1653,1224,2016
7033,2001,1,6,1761.0,101.0,23,2,4,8,3263,841,2425,2652,2982
7034,1987,1,7,24704.0,89.0,62,1,2,2,2391,5390,1767,577,4652
7035,1989,0,6,7.0,94.0,67,0,5,8,4765,0,4121,2652,5036
7036,1981,1,6,33379.0,112.0,10,1,2,2,1265,824,1322,705,922
7037,1976,1,7,47083.0,33.0,62,1,0,6,409,1217,1875,1238,2287
7038,2004,1,5,73.0,64.0,27,1,4,8,1424,3055,52,2652,68
7039,2001,1,7,748.0,95.0,12,1,3,8,4859,1721,4072,2652,4963
7040,2003,1,7,4411.0,112.0,62,1,4,7,2134,565,512,1086,454
7041,2004,1,6,1113.0,74.0,62,6,6,5,4738,4568,3374,1053,5036
7042,1984,1,6,27550.0,124.0,62,1,0,5,250,4005,2660,2652,2893
7043,1997,1,5,1668.0,147.0,62,1,5,8,1429,2349,2326,2328,542
7044,1997,1,6,48227.0,81.0,62,2,13,21,3331,2514,1395,1597,1157
7045,1964,1,6,4974.0,83.0,62,1,4,6,1540,1319,1354,1830,1035
7046,1988,2,8,2624.0,95.0,62,6,7,26,3961,2377,4121,2652,906
7047,1983,1,6,2083.0,126.0,35,2,13,17,1574,350,3122,2117,3788
7048,2003,1,4,4095.0,92.0,62,2,4,20,4038,5099,2346,709,2796
7049,2000,1,3,179.0,101.0,62,1,18,8,2857,5127,220,1487,5036
7050,1999,1,5,310.0,142.0,30,1,18,1,2514,433,1178,125,1420
7051,1985,1,6,1871.0,145.0,23,1,4,8,803,1067,702,51,820
7052,1967,1,7,4469.0,97.0,62,1,4,16,3962,3922,912,1830,50
7053,1967,1,8,262646.0,103.0,62,1,4,8,316,1482,2739,2652,601
7054,1992,1,7,492.0,180.0,62,0,6,22,3909,0,851,1691,983
7055,1993,1,5,1260.0,135.0,62,1,0,0,4555,3198,1980,372,4650
7056,1996,1,6,497.0,113.0,23,1,7,20,1918,1755,547,2652,651
7057,2003,1,6,331.0,114.0,62,1,6,0,1322,4599,3636,1741,161
7058,1992,1,6,9615.0,96.0,62,2,7,20,3203,3798,910,1711,4534
7059,1984,1,7,9274.0,81.0,55,4,4,8,729,3422,2989,245,3658
7060,1987,1,7,9380.0,110.0,27,1,0,10,2805,2634,3591,2161,4384
7061,1997,1,7,166.0,80.0,62,1,6,0,2792,4936,2609,2614,3207
7062,1998,1,4,424.0,113.0,62,1,0,25,4247,4110,3021,1346,3690
7063,1994,1,5,1199.0,95.0,30,1,7,9,293,5119,3135,124,267
7064,2003,7,8,186.0,90.0,62,1,6,15,2347,3848,3444,2652,5036
7065,1998,1,6,8075.0,116.0,62,1,0,6,994,5414,3416,2356,4134
7066,1996,1,7,5552.0,91.0,37,1,4,8,2374,4892,3864,1187,4706
7067,1957,1,5,1517.0,86.0,62,1,0,2,2291,2820,2800,2566,3843
7068,2002,4,6,24.0,102.0,62,1,17,20,4677,1685,4121,2652,5036
7069,1959,4,7,8570.0,83.0,67,0,25,0,2874,3875,4121,2652,982
7070,1996,1,6,188815.0,29.0,62,1,2,2,3220,5636,1843,1085,2833
7071,1982,1,4,1291.0,84.0,10,1,13,21,4108,4928,3290,170,1998
7072,1993,4,8,12130.0,102.0,62,1,5,8,3846,1047,4121,2652,3599
7073,1983,1,6,9668.0,101.0,62,1,0,8,1612,4706,3775,1078,2242
7074,2001,1,6,263.0,102.0,63,1,4,8,1741,2224,2353,1560,2887
7075,2005,7,2,402.0,121.0,62,1,13,1,2528,2743,1975,457,2557
7076,2000,1,6,60872.0,105.0,62,2,4,23,2591,1845,1511,1243,4818
7077,1989,1,7,124635.0,93.0,62,5,1,5,2591,180,3631,577,740
7078,1972,2,8,277.0,95.0,61,1,5,17,1878,5308,4121,2652,2378
7079,2000,1,7,27651.0,107.0,62,1,3,8,1322,4683,1059,1148,4492
7080,1991,1,7,97220.0,140.0,62,1,0,5,672,1144,3901,1711,4308
7081,2002,1,7,132989.0,98.0,61,1,0,2,882,2260,2205,687,180
7082,1995,7,5,5194.0,124.0,62,1,0,6,2744,403,420,2042,3990
7083,1987,1,5,400.0,97.0,61,1,4,20,1966,2335,693,1115,805
7084,1991,1,4,3660.0,81.0,62,1,7,20,3445,2832,3450,500,3030
7085,2002,7,4,589.0,102.0,62,1,13,17,46,5423,899,1317,1031
7086,1996,1,5,21404.0,115.0,62,1,0,25,2110,4086,3252,2130,2779
7087,1966,1,7,18900.0,90.0,62,1,19,25,1533,2715,1899,1175,2869
7088,1999,3,5,664.0,97.0,10,1,0,8,3406,2735,1361,417,875
7089,2001,1,6,30273.0,90.5,62,2,4,6,3103,3674,1438,1593,4402
7090,2001,1,6,17192.0,84.0,62,1,4,23,1510,62,427,1682,2410
7091,2002,1,6,951.0,65.0,62,1,7,0,3026,1628,3397,935,3512
7092,1998,1,8,14385.0,99.0,30,1,0,6,1929,3509,3147,2212,321
7093,2004,7,3,335.0,99.0,62,1,13,0,1073,1652,3896,649,4745
7094,1997,1,7,215596.0,87.0,62,3,2,2,4493,2801,3391,57,4097
7095,1942,1,7,14926.0,45.0,62,1,3,8,1997,2592,2639,853,3972
7096,1971,3,7,7606.0,109.0,62,1,3,8,1996,590,506,1742,4894
7097,1999,1,6,162.0,110.0,62,1,6,0,2472,970,633,2327,1355
7098,1976,2,7,3491.0,111.0,62,1,5,8,1640,5189,4121,2652,4820
7099,1958,1,7,12736.0,54.0,62,1,0,2,2641,2990,2800,242,2638
7100,1969,1,4,50.0,83.0,62,1,7,0,760,198,2834,2652,5036
7101,2003,3,6,190.0,89.0,37,1,2,8,412,2141,3883,1025,5016
7102,2001,7,8,395.0,180.0,62,1,6,15,3469,5371,1837,2449,5036
7103,1987,3,8,3853.0,127.5,61,1,1,6,2168,1528,3025,1905,342
7104,1985,1,5,9415.0,75.0,62,3,0,25,907,4600,2034,1121,1973
7105,1982,3,7,4551.0,132.0,61,1,0,8,332,2377,711,1839,4893
7106,2003,1,6,869.0,106.0,62,1,4,8,521,67,738,2407,923
7107,1997,1,6,16649.0,35.0,61,2,3,8,4356,2831,448,600,2505
7108,2002,7,6,59.0,89.0,32,1,6,0,4267,416,275,38,2034
7109,1981,1,5,5108.0,100.0,62,1,4,10,819,42,2168,635,2643
7110,1984,1,6,2452.0,91.0,62,3,7,20,3398,2719,197,820,1671
7111,2005,1,6,5535.0,127.0,61,1,4,10,3022,5188,3650,1205,2145
7112,1954,1,8,148329.0,55.0,62,1,5,8,3049,2955,1091,1509,590
7113,1998,1,6,2161.0,137.0,23,2,5,8,756,2452,2847,2100,1952
7114,2001,3,8,623.0,98.0,10,0,8,15,1320,5273,2835,2064,5036
7115,2004,1,6,9949.0,121.0,30,1,7,20,128,2932,32,2205,4336
7116,1984,1,6,1235.0,102.0,23,1,7,23,3263,186,3192,806,3893
7117,2001,1,7,36079.0,104.0,55,2,7,20,3631,5495,2074,69,2513
7118,2002,3,5,314.0,102.0,10,1,4,6,704,1650,924,1724,607
7119,2003,1,7,16536.0,88.0,30,1,0,6,111,1970,3116,2213,3782
7120,1949,1,7,8110.0,131.0,62,1,5,8,693,5755,3338,1774,920
7121,2001,1,5,288.0,95.0,62,1,4,8,2172,5166,2180,1471,2667
7122,1984,1,7,208183.0,100.0,62,2,0,8,3771,4255,1900,254,4018
7123,2002,1,4,455.0,105.0,62,1,4,6,1531,5340,145,1612,4800
7124,2002,3,6,395.0,98.0,62,1,3,8,4839,3685,2293,1489,3516
7125,1997,1,6,655.0,110.0,62,1,4,8,2945,3878,3949,704,4801
7126,2005,7,8,136.0,101.0,62,1,14,0,1681,2267,2539,2652,5036
7127,1983,1,7,5985.0,50.0,62,1,7,0,2052,5671,2395,1078,631
7128,1981,1,6,1172.0,172.0,62,1,7,16,1055,1529,2388,510,2934
7129,1989,1,6,101026.0,50.0,62,1,0,5,4448,3175,197,947,3833
7130,1990,1,5,2327.0,176.0,62,1,7,23,3899,653,3466,1221,4217
7131,1979,1,5,167.0,120.0,58,1,0,8,1273,2700,598,1010,2735
7132,1983,2,7,86.0,98.0,61,1,7,0,339,1030,4121,2652,1107
7133,1926,1,7,5878.0,46.0,24,1,2,2,4926,0,2366,2605,2905
7134,2003,2,8,71786.0,88.0,62,1,0,2,1352,3677,4121,2652,1605
7135,1996,1,5,1353.0,93.0,62,1,4,20,2727,4326,2019,1148,1489
7136,1989,3,4,381.0,108.0,62,1,7,0,4819,1359,1765,2348,614
7137,1984,1,5,15608.0,60.0,27,1,0,5,694,1423,1426,47,562
7138,1984,1,4,1922.0,98.0,62,1,1,10,1111,3424,1872,1559,2283
7139,2003,7,7,37.0,11.0,62,1,0,0,4368,4640,2194,2652,5036
7140,1978,1,5,4932.0,105.0,62,1,7,0,4448,3256,3735,254,4552
7141,2001,1,6,56286.0,90.0,62,1,4,20,2060,1280,917,2434,3284
7142,2002,1,5,1200.0,83.0,62,1,4,8,210,4981,3938,315,4791
7143,2001,1,2,258.0,137.0,62,1,13,27,4120,3321,1780,747,2172
7144,1999,3,7,3521.0,88.0,62,1,3,8,1761,674,2522,705,1221
7145,2002,3,7,42.0,90.0,62,1,6,0,983,2637,4121,2652,5036
7146,2004,1,5,1367.0,110.0,62,1,7,20,3057,4436,2571,313,3158
7147,2001,1,6,25566.0,128.0,62,1,4,20,390,1981,3893,2159,2802
7148,1997,1,6,7300.0,112.0,61,3,7,26,4353,5694,2713,36,3267
7149,2004,1,4,463.0,105.0,55,1,0,6,3899,4337,492,2239,1192
7150,2004,4,6,29.0,98.0,37,1,2,5,2535,0,4121,2652,3384
7151,1955,1,7,10297.0,116.5,62,1,25,0,2028,410,240,850,3747
7152,1961,1,8,7895.0,135.0,62,1,7,0,4279,1056,791,1489,2904
7153,1962,4,7,8806.0,67.0,67,0,4,9,688,2234,4121,2652,3621
7154,2005,1,6,11104.0,102.0,62,1,4,8,310,2464,4001,2020,2589
7155,2002,1,5,2161.0,93.0,30,1,4,8,4709,2580,3469,2014,4222
7156,1988,1,6,1799.0,107.0,62,2,4,8,2601,3326,93,1619,122
7157,1982,1,7,12899.0,161.0,62,1,4,6,3198,1012,3574,1309,1866
7158,1988,1,8,90.0,104.0,61,1,6,0,1526,3812,865,2652,5036
7159,1940,1,7,91810.0,84.0,62,1,2,9,1181,3290,1628,2652,2243
7160,1998,1,8,10547.0,130.0,21,1,4,6,1310,3976,3602,75,4397
7161,1996,1,6,3730.0,112.0,10,1,7,20,3356,4390,2398,648,276
7162,1950,1,7,1944.0,129.0,62,1,5,11,1997,472,1354,363,1719
7163,2004,7,8,120.0,110.0,62,1,6,15,1615,1322,4113,2652,5036
7164,2004,3,6,2426.0,91.0,62,1,7,0,181,3962,3872,1631,3900
7165,1977,3,6,13389.0,88.0,62,1,2,2,3525,4575,2058,1667,1919
7166,1989,1,7,85927.0,96.0,62,1,4,8,2308,2228,516,167,602
7167,1987,1,6,5217.0,101.0,62,1,0,6,2035,688,1896,1122,2775
7168,2003,1,7,8056.0,87.0,53,1,4,6,4253,5740,2006,655,2432
7169,1966,1,6,4743.0,79.0,61,1,13,0,266,1393,1902,1071,3677
7170,1989,1,7,35648.0,65.0,62,1,5,8,3103,3048,1402,703,1986
7171,2001,1,4,295.0,155.0,62,1,7,25,1973,4886,1624,2315,1958
7172,1998,1,6,4914.0,600.0,23,1,4,8,4929,1781,1208,725,1461
7173,1998,3,7,2028.0,315.0,62,1,7,0,2762,1187,2618,1699,4861
7174,2003,1,5,3072.0,30.0,53,1,13,8,4312,2035,1619,2652,4387
7175,1998,4,6,201.0,83.0,37,2,2,5,1783,4846,4121,2652,1779
7176,2000,1,6,1470.0,136.0,55,1,7,26,4001,735,61,1118,315
7177,1985,1,4,891.0,95.0,4,1,7,0,2258,2699,2674,858,2163
7178,2004,1,6,176995.0,117.0,62,2,4,10,2151,3632,1270,2434,2462
7179,1991,3,7,111.0,96.0,61,1,3,0,2322,5641,154,2652,4357
7180,1986,1,4,1023.0,152.0,37,1,13,21,4089,4069,8,987,19
7181,2002,7,7,29.0,80.0,4,1,6,0,1259,951,3998,1075,4868
7182,1995,1,4,123.0,45.0,10,2,7,0,4864,1386,4069,2652,3790
7183,1997,3,6,2240.0,90.0,37,1,2,1,3086,5510,2903,41,3445
7184,1978,1,5,3022.0,138.0,62,1,1,5,3025,363,2583,471,1692
7185,2004,3,6,2588.0,117.0,61,1,5,8,4061,4116,3579,36,193
7186,2005,1,2,45019.0,76.0,10,1,0,14,867,5280,3934,2059,1279
7187,1997,1,7,4310.0,119.0,61,2,7,20,4317,5159,4040,425,4929
7188,2002,2,4,2827.0,92.0,62,1,13,21,2972,3490,4121,2652,3740
7189,2003,1,5,601.0,80.0,24,1,4,8,3777,5665,3706,1153,3466
7190,1970,4,6,3722.0,102.0,67,0,4,9,4261,1260,4121,2652,428
7191,1998,0,6,713.0,60.0,62,1,4,21,2653,3866,2203,2652,2254
7192,1999,1,7,140.0,101.0,62,1,6,22,2834,0,1512,66,4644
7193,1995,1,5,10451.0,60.0,62,1,1,5,2405,654,3028,2328,3099
7194,1973,0,7,112.0,58.0,62,1,5,8,1651,4351,1306,1058,311
7195,2000,4,5,178.0,77.0,62,1,4,0,2324,2626,4121,2652,506
7196,1991,4,7,70.0,96.0,37,2,2,0,3581,1118,4121,2652,4992
7197,1973,1,5,3500.0,105.0,62,1,13,21,4407,1414,335,1911,1693
7198,1992,0,7,1560.0,93.0,61,1,5,8,1148,4415,3645,425,4918
